container	lot_id	layer	component	harness	independent	tol_subcaliber	rel_diff	verdict
base_valuation	L05	per_lot	delta	170.85032755590385	170.8503275559039589757462812867784764981	(b) rel<=1e-12	6.37843e-16	OK
base_valuation	L05	per_lot	gamma	18.43997928382828	18.43997928382827967945609696935881126226	(b) rel<=1e-12	1.73831e-17	OK
base_valuation	L05	per_lot	rho	3947.9573944486847	3947.957394448687426140147677063650720076	(b) rel<=1e-12	6.90519e-16	OK
base_valuation	L05	per_lot	theta	-3912.055181756389	-3912.055181756390300941317939317672041980	(b) rel<=1e-12	3.32547e-16	OK
base_valuation	L05	per_lot	value	1073.872211437383	1073.872211437385780450695882808597507279	(b) rel<=1e-12	2.58918e-15	OK
base_valuation	L05	per_lot	vega	9093.688413942711	9093.688413942713266581088916396126101935	(b) rel<=1e-12	2.49248e-16	OK
base_valuation	L06	per_unit	delta	-0.25759823216443317	-0.2575982321644330045656548088522431298722	(b) rel<=1e-12	6.42218e-16	OK
base_valuation	L06	per_unit	gamma	0.036741960506304475	0.03674196050630446223792194726373008287033	(b) rel<=1e-12	3.47343e-16	OK
base_valuation	L06	per_unit	rho	-3.351651894708437	-3.351651894708434591443624841604899241945	(b) rel<=1e-12	7.18618e-16	OK
base_valuation	L06	per_unit	theta	-11.052691378754412	-11.05269137875440820561447535507015677625	(b) rel<=1e-12	3.433e-16	OK
base_valuation	L06	per_unit	value	1.4257977073029018	1.425797707302891229588365052237647530777	(b) rel<=1e-12	7.41368e-15	OK
base_valuation	L06	per_unit	vega	11.324576868381516	11.32457686838151233360607963608118992579	(b) rel<=1e-12	3.23755e-16	OK
base_valuation	L06	per_lot	delta	206.07858573154653	206.0785857315464036525238470817945038978	(b) rel<=1e-12	6.13103e-16	OK
base_valuation	L06	per_lot	gamma	-29.39356840504358	-29.39356840504356979033755781098406629626	(b) rel<=1e-12	3.47343e-16	OK
base_valuation	L06	per_lot	rho	2681.3215157667496	2681.321515766747673154899873283919393556	(b) rel<=1e-12	7.18618e-16	OK
base_valuation	L06	per_lot	theta	8842.15310300353	8842.153103003526564491580284056125420997	(b) rel<=1e-12	3.88538e-16	OK
base_valuation	L06	per_lot	value	-1140.6381658423215	-1140.638165842312983670692041790118024622	(b) rel<=1e-12	7.46628e-15	OK
base_valuation	L06	per_lot	vega	-9059.661494705213	-9059.661494705209866884863708864951940629	(b) rel<=1e-12	3.45831e-16	OK
base_valuation	L07	per_unit	delta	-0.6172311392937918	-0.6172311392937917671285737937526874249501	(b) rel<=1e-12	5.32563e-17	OK
base_valuation	L07	per_unit	gamma	0.017863032306723512	0.01786303230672350885200006086249655156510	(b) rel<=1e-12	1.7623e-16	OK
base_valuation	L07	per_unit	rho	-37.566862857220556	-37.56686285722055399537836307414875714849	(b) rel<=1e-12	5.33614e-17	OK
base_valuation	L07	per_unit	theta	-6.691519819968669	-6.691519819968669582991268876200386022516	(b) rel<=1e-12	8.71239e-17	OK
base_valuation	L07	per_unit	value	14.033266970540723	14.03326697054072499052992737646770147847	(b) rel<=1e-12	1.41844e-16	OK
base_valuation	L07	per_unit	vega	26.574319294659905	26.57431929465990494968776177626199315027	(b) rel<=1e-12	1.89327e-18	OK
base_valuation	L07	per_lot	delta	-185.16934178813753	-185.1693417881375301385721381258062274850	(b) rel<=1e-12	7.48354e-19	OK
base_valuation	L07	per_lot	gamma	5.358909692017054	5.358909692017052655600018258748965469530	(b) rel<=1e-12	2.50872e-16	OK
base_valuation	L07	per_lot	rho	-11270.058857166166	-11270.05885716616619861350892224462714455	(b) rel<=1e-12	1.76231e-17	OK
base_valuation	L07	per_lot	theta	-2007.4559459906009	-2007.455945990600874897380662860115806755	(b) rel<=1e-12	1.25047e-17	OK
base_valuation	L07	per_lot	value	4209.980091162217	4209.980091162217497158978212940310443540	(b) rel<=1e-12	1.18091e-16	OK
base_valuation	L07	per_lot	vega	7972.295788397972	7972.295788397971484906328532878597945082	(b) rel<=1e-12	6.46105e-17	OK
base_valuation	L08	per_unit	delta	0.2842356209603052	0.2842356209603050936499492379545928601857	(b) rel<=1e-12	3.74162e-16	OK
base_valuation	L08	per_unit	gamma	0.019151844930957507	0.01915184493095750413207838654908590306910	(b) rel<=1e-12	1.49746e-16	OK
base_valuation	L08	per_unit	rho	11.58088721085059	11.58088721085058674378600191083432202640	(b) rel<=1e-12	2.81171e-16	OK
base_valuation	L08	per_unit	theta	-2.9673936883220504	-2.967393688322049819523138835903756422043	(b) rel<=1e-12	1.95618e-16	OK
base_valuation	L08	per_unit	value	2.6308938371646686	2.630893837164667938711459986895320982881	(b) rel<=1e-12	2.51355e-16	OK
base_valuation	L08	per_unit	vega	16.75786431458782	16.75786431458781611556858823045016518546	(b) rel<=1e-12	2.31798e-16	OK
base_valuation	L08	per_lot	delta	-56.84712419206104	-56.84712419206101872998984759091857203714	(b) rel<=1e-12	3.74162e-16	OK
base_valuation	L08	per_lot	gamma	-3.8303689861915013	-3.830368986191500826415677309817180613819	(b) rel<=1e-12	1.23639e-16	OK
base_valuation	L08	per_lot	rho	-2316.177442170118	-2316.177442170117348757200382166864405281	(b) rel<=1e-12	2.81171e-16	OK
base_valuation	L08	per_lot	theta	593.4787376644101	593.4787376644099639046277671807512844086	(b) rel<=1e-12	2.29318e-16	OK
base_valuation	L08	per_lot	value	-526.1787674329337	-526.1787674329335877422919973790641965763	(b) rel<=1e-12	2.13345e-16	OK
base_valuation	L08	per_lot	vega	-3351.572862917564	-3351.572862917563223113717646090033037092	(b) rel<=1e-12	2.31798e-16	OK
scenario_revaluation	L01	per_unit	delta	1.0	1	(a) bit-exact	0	OK
scenario_revaluation	L01	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_unit	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_unit	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_unit	value	95.0	95	(a) bit-exact	0	OK
scenario_revaluation	L01	per_unit	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	delta	1000.0	1000	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	value	95000.0	95000	(a) bit-exact	0	OK
scenario_revaluation	L01	per_lot	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	delta	1.0	1	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	value	47.5	4.750000000000000000000000000000000000000e+01	(a) bit-exact	0	OK
scenario_revaluation	L02	per_unit	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	delta	200.0	200	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	value	9500.0	9500	(a) bit-exact	0	OK
scenario_revaluation	L02	per_lot	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	delta	1.0	1	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	value	3800.0	3800	(a) bit-exact	0	OK
scenario_revaluation	L03	per_unit	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	delta	10.0	10	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	value	38000.0	38000	(a) bit-exact	0	OK
scenario_revaluation	L03	per_lot	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	delta	1.0	1	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	rho	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	theta	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	value	3800.0	3800	(a) bit-exact	0	OK
scenario_revaluation	L04	per_unit	vega	0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	delta	-200.0	-200	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	gamma	-0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	rho	-0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	theta	-0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	value	-760000.0	-760000	(a) bit-exact	0	OK
scenario_revaluation	L04	per_lot	vega	-0.0	0	(a) bit-exact	0	OK
scenario_revaluation	L05	per_unit	delta	0.21489603952661837	0.2148960395266183388267368241257246764418	(b) rel<=1e-12	1.45062e-16	OK
scenario_revaluation	L05	per_unit	gamma	0.026880865473390497	0.02688086547339049528289067396385124628922	(b) rel<=1e-12	6.38785e-17	OK
scenario_revaluation	L05	per_unit	rho	4.723203875465684	4.723203875465683669676029864485683755899	(b) rel<=1e-12	6.99364e-17	OK
scenario_revaluation	L05	per_unit	theta	-6.685194613424447	-6.685194613424447247413753387719986342130	(b) rel<=1e-12	3.70092e-17	OK
scenario_revaluation	L05	per_unit	value	1.2599080378623597	1.259908037862358417076099397085237918608	(b) rel<=1e-12	1.01827e-15	OK
scenario_revaluation	L05	per_unit	vega	13.758400234452408	13.75840023445240781509980406367611014695	(b) rel<=1e-12	1.34391e-17	OK
scenario_revaluation	L05	per_lot	delta	107.44801976330919	107.4480197633091694133684120628623382209	(b) rel<=1e-12	1.91596e-16	OK
scenario_revaluation	L05	per_lot	gamma	13.440432736695248	13.44043273669524764144533698192562314461	(b) rel<=1e-12	2.66773e-17	OK
scenario_revaluation	L05	per_lot	rho	2361.601937732842	2361.601937732841834838014932242841877949	(b) rel<=1e-12	6.99364e-17	OK
scenario_revaluation	L05	per_lot	theta	-3342.5973067122236	-3342.597306712223623706876693859993171065	(b) rel<=1e-12	7.09235e-18	OK
scenario_revaluation	L05	per_lot	value	629.9540189311799	629.9540189311792085380496985426189593042	(b) rel<=1e-12	1.09764e-15	OK
scenario_revaluation	L05	per_lot	vega	6879.2001172262035	6879.200117226203907549902031838055073476	(b) rel<=1e-12	5.92438e-17	OK
scenario_revaluation	L06	per_unit	delta	-0.4720320226983654	-0.4720320226983654482400660049386465601599	(b) rel<=1e-12	1.02197e-16	OK
scenario_revaluation	L06	per_unit	gamma	0.042536556476393976	0.04253655647639397425659016782613533716185	(b) rel<=1e-12	4.09862e-17	OK
scenario_revaluation	L06	per_unit	rho	-5.975797554639461	-5.975797554639460870867735514013020002227	(b) rel<=1e-12	2.16092e-17	OK
scenario_revaluation	L06	per_unit	theta	-14.267117844268231	-14.26711784426822883099408132215789606214	(b) rel<=1e-12	1.52028e-16	OK
scenario_revaluation	L06	per_unit	value	3.6273157868420256	3.627315786842020592009806477823072358428	(b) rel<=1e-12	1.38063e-15	OK
scenario_revaluation	L06	per_unit	vega	13.252176766337374	13.25217676633737200709082447766843798729	(b) rel<=1e-12	1.50384e-16	OK
scenario_revaluation	L06	per_lot	delta	377.6256181586923	377.6256181586923585920528039509172481279	(b) rel<=1e-12	1.55159e-16	OK
scenario_revaluation	L06	per_lot	gamma	-34.02924518111518	-34.02924518111517940527213426090826972948	(b) rel<=1e-12	1.7477e-17	OK
scenario_revaluation	L06	per_lot	rho	4780.638043711569	4780.638043711568696694188411210416001781	(b) rel<=1e-12	6.34446e-17	OK
scenario_revaluation	L06	per_lot	theta	11413.694275414586	11413.69427541458306479526505772631684971	(b) rel<=1e-12	2.57165e-16	OK
scenario_revaluation	L06	per_lot	value	-2901.8526294736203	-2901.852629473616473607845182258457886742	(b) rel<=1e-12	1.3186e-15	OK
scenario_revaluation	L06	per_lot	vega	-10601.7414130699	-10601.74141306989760567265958213475038983	(b) rel<=1e-12	2.25843e-16	OK
scenario_revaluation	L07	per_unit	delta	-0.6802545238746224	-0.6802545238746224757765806270394146479153	(b) rel<=1e-12	1.11394e-16	OK
scenario_revaluation	L07	per_unit	gamma	0.0159647201296933	0.01596472012969329680650611630289867776559	(b) rel<=1e-12	2.00034e-16	OK
scenario_revaluation	L07	per_unit	rho	-40.98995613190625	-40.98995613190625438210407815432926168591	(b) rel<=1e-12	1.06907e-16	OK
scenario_revaluation	L07	per_unit	theta	-6.334826657296769	-6.334826657296768151913240426398968590249	(b) rel<=1e-12	1.33877e-16	OK
scenario_revaluation	L07	per_unit	value	18.035124033821276	18.03512403382126728447339582534500356052	(b) rel<=1e-12	4.83253e-16	OK
scenario_revaluation	L07	per_unit	vega	23.578065530007915	23.57806553000791516870967179405161376194	(b) rel<=1e-12	7.15537e-18	OK
scenario_revaluation	L07	per_lot	delta	-204.0763571623867	-204.0763571623867427329741881118243943746	(b) rel<=1e-12	2.09397e-16	OK
scenario_revaluation	L07	per_lot	gamma	4.78941603890799	4.789416038907989041951834890869603329678	(b) rel<=1e-12	2.00034e-16	OK
scenario_revaluation	L07	per_lot	rho	-12296.986839571875	-12296.98683957187631463122344629877850577	(b) rel<=1e-12	1.06907e-16	OK
scenario_revaluation	L07	per_lot	theta	-1900.4479971890305	-1900.447997189030445573972127919690577075	(b) rel<=1e-12	2.86385e-17	OK
scenario_revaluation	L07	per_lot	value	5410.537210146383	5410.537210146380185342018747603501068155	(b) rel<=1e-12	5.20218e-16	OK
scenario_revaluation	L07	per_lot	vega	7073.419659002375	7073.419659002374550612901538215484128582	(b) rel<=1e-12	6.35318e-17	OK
scenario_revaluation	L08	per_unit	delta	0.2636240742444352	0.2636240742444352723719181357147262486834	(b) rel<=1e-12	2.74527e-16	OK
scenario_revaluation	L08	per_unit	gamma	0.017902685496438645	0.01790268549643864532331806168276202868473	(b) rel<=1e-12	1.80598e-17	OK
scenario_revaluation	L08	per_unit	rho	10.094105266575983	10.09410526657598667236770303805640621530	(b) rel<=1e-12	3.63813e-16	OK
scenario_revaluation	L08	per_unit	theta	-2.9437058461385712	-2.943705846138570612017543035018841181864	(b) rel<=1e-12	1.99742e-16	OK
scenario_revaluation	L08	per_unit	value	2.4280382600346897	2.428038260034688765298408408393090597160	(b) rel<=1e-12	3.84962e-16	OK
scenario_revaluation	L08	per_unit	vega	15.349314977509085	15.34931497750908353407982313525809434357	(b) rel<=1e-12	9.55039e-17	OK
scenario_revaluation	L08	per_lot	delta	-52.724814848887036	-52.72481484888705447438362714294524973667	(b) rel<=1e-12	3.50393e-16	OK
scenario_revaluation	L08	per_lot	gamma	-3.5805370992877292	-3.580537099287729064663612336552405736946	(b) rel<=1e-12	3.77978e-17	OK
scenario_revaluation	L08	per_lot	rho	-2018.8210533151967	-2018.821053315197334473540607611281243060	(b) rel<=1e-12	3.14279e-16	OK
scenario_revaluation	L08	per_lot	theta	588.7411692277143	588.7411692277141224035086070037682363727	(b) rel<=1e-12	3.01655e-16	OK
scenario_revaluation	L08	per_lot	value	-485.60765200693794	-485.6076520069377530596816816786181194320	(b) rel<=1e-12	3.84962e-16	OK
scenario_revaluation	L08	per_lot	vega	-3069.862995501817	-3069.862995501816706815964627051618868714	(b) rel<=1e-12	9.55039e-17	OK
time_shift_revaluation	L01	per_unit	delta	1.0	1	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_unit	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_unit	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_unit	value	100.0	100	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_unit	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	delta	1000.0	1000	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	value	100000.0	100000	(a) bit-exact	0	OK
time_shift_revaluation	L01	per_lot	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	delta	1.0	1	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	value	50.0	50	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_unit	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	delta	200.0	200	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	value	10000.0	10000	(a) bit-exact	0	OK
time_shift_revaluation	L02	per_lot	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	delta	1.0	1	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	value	4000.0	4000	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_unit	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	delta	10.0	10	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	value	40000.0	40000	(a) bit-exact	0	OK
time_shift_revaluation	L03	per_lot	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	delta	1.0	1	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	gamma	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	rho	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	theta	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	value	4000.0	4000	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_unit	vega	0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	delta	-200.0	-200	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	gamma	-0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	rho	-0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	theta	-0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	value	-800000.0	-800000	(a) bit-exact	0	OK
time_shift_revaluation	L04	per_lot	vega	-0.0	0	(a) bit-exact	0	OK
time_shift_revaluation	L05	per_unit	delta	0.3291922317811837	0.3291922317811838471607631056128611042908	(b) rel<=1e-12	4.47036e-16	OK
time_shift_revaluation	L05	per_unit	gamma	0.03856347684748492	0.03856347684748491737960886645475363356211	(b) rel<=1e-12	6.79501e-17	OK
time_shift_revaluation	L05	per_unit	rho	6.792371798085093	6.792371798085096449629978486720942403430	(b) rel<=1e-12	5.07868e-16	OK
time_shift_revaluation	L05	per_unit	theta	-8.148612911688103	-8.148612911688105281723731937901364047455	(b) rel<=1e-12	2.80014e-16	OK
time_shift_revaluation	L05	per_unit	value	1.9290268493551253	1.929026849355132164639533715621810713432	(b) rel<=1e-12	3.5586e-15	OK
time_shift_revaluation	L05	per_unit	vega	16.904537796157765	16.90453779615777200202032502126186676695	(b) rel<=1e-12	4.1421e-16	OK
time_shift_revaluation	L05	per_lot	delta	164.59611589059185	164.5961158905919235803815528064305521454	(b) rel<=1e-12	4.47036e-16	OK
time_shift_revaluation	L05	per_lot	gamma	19.28173842374246	19.28173842374245868980443322737681678105	(b) rel<=1e-12	6.79501e-17	OK
time_shift_revaluation	L05	per_lot	rho	3396.1858990425467	3396.185899042548224814989243360471201715	(b) rel<=1e-12	4.48979e-16	OK
time_shift_revaluation	L05	per_lot	theta	-4074.3064558440515	-4074.306455844052640861865968950682023727	(b) rel<=1e-12	2.80014e-16	OK
time_shift_revaluation	L05	per_lot	value	964.5134246775626	964.5134246775660823197668578109053567160	(b) rel<=1e-12	3.61044e-15	OK
time_shift_revaluation	L05	per_lot	vega	8452.268898078883	8452.268898078886001010162510630933383476	(b) rel<=1e-12	3.55054e-16	OK
time_shift_revaluation	L06	per_unit	delta	-0.23546688613826613	-0.2354668861382658508018265044339825304261	(b) rel<=1e-12	1.18572e-15	OK
time_shift_revaluation	L06	per_unit	gamma	0.03971299665982546	0.03971299665982543967865603114023991806670	(b) rel<=1e-12	5.11705e-16	OK
time_shift_revaluation	L06	per_unit	rho	-2.364346513168349	-2.364346513168347666183578292907793290806	(b) rel<=1e-12	5.64137e-16	OK
time_shift_revaluation	L06	per_unit	theta	-12.023809090568756	-12.02380909056875133450531570776622429050	(b) rel<=1e-12	3.88021e-16	OK
time_shift_revaluation	L06	per_unit	value	1.1100678806433208	1.110067880643326295731808896925876990077	(b) rel<=1e-12	4.95081e-15	OK
time_shift_revaluation	L06	per_unit	vega	9.520238925300623	9.520238925300619101047678698002720084483	(b) rel<=1e-12	4.09544e-16	OK
time_shift_revaluation	L06	per_lot	delta	188.3735089106129	188.3735089106126806414612035471860243409	(b) rel<=1e-12	1.16449e-15	OK
time_shift_revaluation	L06	per_lot	gamma	-31.770397327860366	-31.77039732786035174292482491219193445336	(b) rel<=1e-12	4.48753e-16	OK
time_shift_revaluation	L06	per_lot	rho	1891.4772105346792	1891.477210534678132946862634326234632645	(b) rel<=1e-12	5.64137e-16	OK
time_shift_revaluation	L06	per_lot	theta	9619.047272455005	9619.047272455001067604252566212979432402	(b) rel<=1e-12	4.08813e-16	OK
time_shift_revaluation	L06	per_lot	value	-888.0543045146567	-888.0543045146610365854471175407015920616	(b) rel<=1e-12	4.88324e-15	OK
time_shift_revaluation	L06	per_lot	vega	-7616.1911402404985	-7616.191140240495280838142958402176067586	(b) rel<=1e-12	4.22673e-16	OK
time_shift_revaluation	L07	per_unit	delta	-0.6238668537379692	-0.6238668537379692600175818492843297902794	(b) rel<=1e-12	9.62025e-17	OK
